item_name,synonym
Behr Premium Plus Ultra Pure White Enamel Low Odor Interior Paint and Primer (1 Qt),behr premium plus ultra pure white enamel low odor interior paint and primer (1 qt)
Behr pro Chantilly lace white,behr pro chantilly lace white
Behr pro dynamic blue,behr pro dynamic blue
Black rubber base,black rubber base
Blank,blank
Blue Tape,blue tape
Blue paint,blue paint
Bohr chantilly lace white,bohr chantilly lace white
Brown Paper,brown paper
Brush for paint,brush for paint
Brush for painting,brush for painting
Brush roller and pan,brush roller and pan
"Brushes, Rollers","brushes, rollers"
Caulking,caulking
Ceiling Tiles,ceiling tiles
Ceiling paint,ceiling paint
Ceiling tile pack,ceiling tile pack
Chair rail,chair rail
Chair rail/endcaps,chair rail/endcaps
Cleaning rags,cleaning rags
Cleaning supplies,cleaning supplies
Color matched paint,color matched paint
Compound/Waterproofing,compound/waterproofing
Contruction adhesive,contruction adhesive
Cove Base,cove base
Covers for floor,covers for floor
Covers for the floors,covers for the floors
DAP 8 oz. Patch-N-Paint White Premium-Grade Lightweight Spackling Paste (2-Pack),dap 8 oz. patch-n-paint white premium-grade lightweight spackling paste (2-pack)
DAP Alex Plus 10.1 oz. White Acrylic Latex Caulk Plus Silicone,dap alex plus 10.1 oz. white acrylic latex caulk plus silicone
DTM Paint,dtm paint
DTM grey poaint for door,dtm grey poaint for door
Diffuser ceiling,diffuser ceiling
Disposable paint supplies,disposable paint supplies
Door paint,door paint
Drop Cloth Width,drop cloth width
Drop Cloths and Painter’s Tape,drop cloths and painter’s tape
Drop cloth,drop cloth
Drop cloth roll,drop cloth roll
Drop cloths,drop cloths
Dry Wall Mud,dry wall mud
Drywall Easy 20,drywall easy 20
Drywall Mud,drywall mud
Drywall Patch,drywall patch
Drywall compound,drywall compound
Drywall patching compound,drywall patching compound
Drywall repair supplies,drywall repair supplies
"Drywall, Mud, Paint","drywall, mud, paint"
"Drywall, Soft Supplies, Paint","drywall, soft supplies, paint"
E-Z Ancor 1 in. Hollow Door and Drywall Anchors (25-Pack),e-z ancor 1 in. hollow door and drywall anchors (25-pack)
Easy Sand,easy sand
Easy sand 20,easy sand 20
Easy sand joint compound,easy sand joint compound
Eggshell enamel blue,eggshell enamel blue
Eggshell paint,eggshell paint
Elephant snot,elephant snot
Exhaust Fan,exhaust fan
FRP ADHESIVE,frp adhesive
FRP PANEL,frp panel
Finish,finish
Fixed please fix to agree rate,fixed please fix to agree rate
Floor cover,floor cover
Floor covers,floor covers
Gal. Sherwin Williams Silver Satin Paint,gal. sherwin williams silver satin paint
Gallon of white paint,gallon of white paint
Goof Off Graffiti Removal Spray,goof off graffiti removal spray
Goof off graffiti spray,goof off graffiti spray
"Grafetti Remover, Mr Clean Erasers, Towels, Clean Wipes, Sponges, 5 Gal Bucket","grafetti remover, mr clean erasers, towels, clean wipes, sponges, 5 gal bucket"
Graffiti Removal Solution,graffiti removal solution
Graffiti Remover,graffiti remover
Graffiti cleaner,graffiti cleaner
Graffiti removal,graffiti removal
Graffiti removal chemicals,graffiti removal chemicals
Graffitti removal chemicals/googone,graffitti removal chemicals/googone
Gray paint,gray paint
Grey eggshell finish paint,grey eggshell finish paint
Grip-Rite #8 x 2 in. Phillips Bugle-Head Coarse Thread Sharp Point Polymer Coated Exterior Screws (1 lb./Pack),grip-rite #8 x 2 in. phillips bugle-head coarse thread sharp point polymer coated exterior screws (1 lb./pack)
Heatgun,heatgun
Heavy duty anchors,heavy duty anchors
High Gloss Oil Base Enamel Paint Primer,high gloss oil base enamel paint primer
Interior paint,interior paint
Joint Compound (for mudding),joint compound (for mudding)
Joint compound,joint compound
"KILZ 2 ALL PURPOSE 1 qt. White Interior/Exterior Multi-Surface Primer, Sealer, and Stain Blocker","kilz 2 all purpose 1 qt. white interior/exterior multi-surface primer, sealer, and stain blocker"
"KILZ PREMIUM 1 Gal. White Interior/Exterior Primer, Heavy-Duty High Hide Sealer, and Stain Blocker","kilz premium 1 gal. white interior/exterior primer, heavy-duty high hide sealer, and stain blocker"
"KILZ RESTORATION 1 Gal. White Interior Primer, Sealer, and Stain Blocker","kilz restoration 1 gal. white interior primer, sealer, and stain blocker"
Krud Kutter Graffiti Remover surface prep,krud kutter graffiti remover surface prep
Latex primer,latex primer
Lysol MultiPurpose Wipes,lysol multipurpose wipes
Man power,man power
"Masking paper, tape, brushes, rollers, cleaning materials, Drop cloths, Spackling compound...","masking paper, tape, brushes, rollers, cleaning materials, drop cloths, spackling compound..."
Masking tape,masking tape
Material,material
"Materials - Paint, Paper, Tape","materials - paint, paper, tape"
Metal sheet,metal sheet
Mixing Bucket,mixing bucket
Mud,mud
Mud Knife,mud knife
Mud and Room Prep,mud and room prep
Mud compound,mud compound
"Mud, Spackle, Sheetrock","mud, spackle, sheetrock"
Mulch,mulch
Oil based industrial paint,oil based industrial paint
Others – Total Approved Amount,others – total approved amount
PAINT,paint
PPE,ppe
PPG Gripper 5 gal. White Interior/Exterior Acrylic Primer Sealer,ppg gripper 5 gal. white interior/exterior acrylic primer sealer
Paint & patch,paint & patch
Paint (High-quality interior latex),paint (high-quality interior latex)
Paint + supplies,paint + supplies
Paint 1 gallon,paint 1 gallon
Paint Brushes & Liners,paint brushes & liners
"Paint Brushes and Rollers Drop cloths, masking tape, cleanup supplies","paint brushes and rollers drop cloths, masking tape, cleanup supplies"
Paint Match 3 Colors 2 metal Doors,paint match 3 colors 2 metal doors
Paint Supplies,paint supplies
Paint and Primer,paint and primer
Paint brushes,paint brushes
Paint consumables,paint consumables
Paint kit,paint kit
Paint thinner,paint thinner
Paint tray and roller,paint tray and roller
Paint tray liner,paint tray liner
Painters gloves,painters gloves
Painters masking tape,painters masking tape
Painter’s tape,painter’s tape
Painting,painting
Painting Materials,painting materials
Painting supplies,painting supplies
Paper,paper
Patch,patch
Patching Compound/ Sealant for the Boarder,patching compound/ sealant for the boarder
Patching Compounds,patching compounds
Patching compound,patching compound
Plaster,plaster
Plastic masking material,plastic masking material
Plastic sheeting,plastic sheeting
Plastic tarping,plastic tarping
Plexi Glass and Wall Protectors,plexi glass and wall protectors
Premium Interior Paint – Sherwin Williams Knockout Orange,premium interior paint – sherwin williams knockout orange
Premium interior paint,premium interior paint
Premium interior primer,premium interior primer
Primer,primer
Primer (for adhesion and sealing),primer (for adhesion and sealing)
Primer 1g,primer 1g
Primer and Amazon Blue Paint,primer and amazon blue paint
Primer and Safety Green Paint,primer and safety green paint
Protective film for floor covering,protective film for floor covering
Push plates,push plates
Quart of red paint,quart of red paint
Quikrete 4 lb. 1 Qt. Concrete Patching Compound,quikrete 4 lb. 1 qt. concrete patching compound
Rags,rags
Red traffic paint,red traffic paint
Roll /brusH/trays for paint,roll /brush/trays for paint
"Rollers, brushes, and trays","rollers, brushes, and trays"
Rolls for paint,rolls for paint
Rolls for painting,rolls for painting
Rust-Oleum Stops Rust 11 oz. Bright Coat Metallic Copper Spray Paint,rust-oleum stops rust 11 oz. bright coat metallic copper spray paint
Sand Paper block 80 grit,sand paper block 80 grit
Sand paper,sand paper
"Sand paper, cleaning materials, brushes, tape, plastic/paper masking","sand paper, cleaning materials, brushes, tape, plastic/paper masking"
Sanding material,sanding material
Sanding sponge,sanding sponge
Sandpaper,sandpaper
Sandpaper (various grits),sandpaper (various grits)
Sandpaper / sponges,sandpaper / sponges
Semi gloss paint,semi gloss paint
Sherman williams paint,sherman williams paint
Sherwin William Paint,sherwin william paint
Sherwin Williams paint,sherwin williams paint
Sherwin-Williams Paint,sherwin-williams paint
Sherwin-Williams paint and primer,sherwin-williams paint and primer
Sherwin-Williams safety yellow paint,sherwin-williams safety yellow paint
Shrub Removal,shrub removal
Silicone,silicone
Spackle,spackle
Spackling compound,spackling compound
Spray paint,spray paint
Spray paint (tan),spray paint (tan)
Sprayway Stainless Steel Cleaner,sprayway stainless steel cleaner
Stainless Steel Cleaner and Polish Spray,stainless steel cleaner and polish spray
Stencil,stencil
Supply paint blue tape plastic roller,supply paint blue tape plastic roller
Tape,tape
Tape for masking doors,tape for masking doors
"Tape, Masking Materials, Floor Protection","tape, masking materials, floor protection"
"Tape, floor protection, rags, paint cleaner, roller sleeves, and paint brushes","tape, floor protection, rags, paint cleaner, roller sleeves, and paint brushes"
Toilet seat hardware,toilet seat hardware
Touch up paint,touch up paint
Trys for paint,trys for paint
USG Sheetrock Brand 1/2 in. x 4 ft. x 10 ft. UltraLight Drywall,usg sheetrock brand 1/2 in. x 4 ft. x 10 ft. ultralight drywall
Urethane paint,urethane paint
Urethane primer,urethane primer
Walk bench,walk bench
Wall Polisher Stone,wall polisher stone
Wall paint,wall paint
Wall putty,wall putty
Wall repair patches,wall repair patches
Waterborne Bonding Primer,waterborne bonding primer
Weed Control,weed control
White Semi-Gloss Enamel Low Odor Interior Paint,white semi-gloss enamel low odor interior paint
White eggshell finish paint,white eggshell finish paint
White paint,white paint
Wire brush,wire brush
Wood putty,wood putty
Yellow High Gloss Paint,yellow high gloss paint
anchors,anchors
baseboards,baseboards
brackets,brackets
brad nails,brad nails
cleaner,cleaner
color matched paint gallon,color matched paint gallon
commercial-grade paint,commercial-grade paint
corner beads,corner beads
corner trim,corner trim
covebase,covebase
covebase adhesive,covebase adhesive
covers for the floor,covers for the floor
door patches and sand paper,door patches and sand paper
drop paper,drop paper
drywall,drywall
drywall mud and sander,drywall mud and sander
drywall patch repair,drywall patch repair
drywall reair supplies,drywall reair supplies
fan,fan
fast set,fast set
fastening materials,fastening materials
frp,frp
frp seam and top trim,frp seam and top trim
frp trim,frp trim
gallons of primer,gallons of primer
gallons semi-gloss white paint,gallons semi-gloss white paint
gloves,gloves
graffiti removal solutions and acetone,graffiti removal solutions and acetone
hardware,hardware
lab0r,lab0r
liquid nail,liquid nail
matching Paint,matching paint
metal filler,metal filler
metal paint,metal paint
metal primer,metal primer
metal-grade prime,metal-grade prime
outdoor paint,outdoor paint
paint 5 gal,paint 5 gal
paint and stencils,paint and stencils
paint remover,paint remover
"paint, paint kits, consumables","paint, paint kits, consumables"
paintbrush and roller,paintbrush and roller
plastic drop cloth,plastic drop cloth
plastic sheetings,plastic sheetings
primer 5 gal,primer 5 gal
primer and paint,primer and paint
recept covers,recept covers
rust remover,rust remover
sand paper pads (200 grit),sand paper pads (200 grit)
spray paint (grey),spray paint (grey)
toilet paper dispensers,toilet paper dispensers
vinyl base,vinyl base
white paint 5 gal,white paint 5 gal
white paint and primer,white paint and primer
white primer 5 gal,white primer 5 gal
xx,xx
3/4 SDs,3/4 sds
Grinder,grinder
Saw Cutter,saw cutter
Torches,torches
Welder,welder
"hammers, bending tools, lubricant","hammers, bending tools, lubricant"
1/2HP SUMP PUMP ZOLAR,1/2hp sump pump zolar
2 inch 90°,2 inch 90°
"2"" x 1/4"" flat steel bar (4 ft)","2"" x 1/4"" flat steel bar (4 ft)"
20 Amp GFCI,20 amp gfci
2in. Angel iron,2in. angel iron
3 inch clevis pins,3 inch clevis pins
3&1 oil,3&1 oil
3M industrial cleaner,3m industrial cleaner
Anchors 3/4 x5,anchors 3/4 x5
Chain link,chain link
Cotter keys,cotter keys
Dock Roller,dock roller
"Equipment ( concrete breaker, concrete mixer)","equipment ( concrete breaker, concrete mixer)"
Gate wheels,gate wheels
Grade 8 Bolts,grade 8 bolts
Grease,grease
Grinder disks,grinder disks
Grinding/cut-off wheels (3),grinding/cut-off wheels (3)
Heavy Duty Dock seal,heavy duty dock seal
"Hex bolts, Stainless steel 311336,  3""","hex bolts, stainless steel 311336,  3"""
"Loctite, Clover Putty  235614: 1 lb Kit, Silver, Epoxy Resin -20 to 200 Deg F Operating Temp","loctite, clover putty  235614: 1 lb kit, silver, epoxy resin -20 to 200 deg f operating temp"
"Lubricants, grease","lubricants, grease"
Material (check valve),material (check valve)
Metal Primer,metal primer
"Metal screws, metal drilling head, grinding disks, sand paper","metal screws, metal drilling head, grinding disks, sand paper"
Misc. Fasteners & Anchors,misc. fasteners & anchors
"Paint, color matched","paint, color matched"
Proposal amount,proposal amount
Ramp,ramp
Replacement of jack,replacement of jack
Rust-resistant spray paint,rust-resistant spray paint
Safety signage/tape,safety signage/tape
Sawzall blades,sawzall blades
Shims or leveling brackets,shims or leveling brackets
Spring loaded catch,spring loaded catch
Steel Grating and brackets,steel grating and brackets
Steel Round Bar,steel round bar
Steel and rubber bumpers,steel and rubber bumpers
"Steel pipe, concrete anchors.","steel pipe, concrete anchors."
Tensioner,tensioner
Unable to check in,unable to check in
Unbranded 2 in. x 10 ft. Rigid Metal Conduit,unbranded 2 in. x 10 ft. rigid metal conduit
Wd-40 specialist white lithium grease,wd-40 specialist white lithium grease
Welding equipment,welding equipment
Welding rods (2 lbs),welding rods (2 lbs)
"Wires, Electrical tape","wires, electrical tape"
app isues to login in,app isues to login in
chain,chain
dock handle,dock handle
flat,flat
g,g
heavy duty door bracket kit,heavy duty door bracket kit
lubricant,lubricant
protective coating spray,protective coating spray
stainless steel linchpins,stainless steel linchpins
uxcell 2x2 Inch Mild Steel Welding Plate (4 pck),uxcell 2x2 inch mild steel welding plate (4 pck)
welding rods,welding rods
*Missing Assessment,*missing assessment
Angle grinder/ metal cutter,angle grinder/ metal cutter
Boom Lift-Under 30',boom lift-under 30'
Cinder blocks,cinder blocks
Condensate Pump cleaner,condensate pump cleaner
Drill Bits,drill bits
Floor fans,floor fans
Generator,generator
Gloves,gloves
Heat gun,heat gun
Hydro Jetter Small,hydro jetter small
Initial estimate,initial estimate
Jack,jack
Jack stands 4 ton,jack stands 4 ton
Loctite Power Grab,loctite power grab
Metabo cutting saw,metabo cutting saw
Outdoor AC unit,outdoor ac unit
Pipe Snake,pipe snake
Refridgerant Gage,refridgerant gage
Rotary Grinder,rotary grinder
Scaffold,scaffold
Split test,split test
Towel,towel
Utility blade,utility blade
Voltage meter,voltage meter
Water Extraction Machine,water extraction machine
door knob and hardwear,door knob and hardwear
welder,welder
1 1/2 in Anchors,1 1/2 in anchors
1 1/2in self  tap in fasteners metal piercing,1 1/2in self  tap in fasteners metal piercing
"1"" PVC pipe","1"" pvc pipe"
"1""PVC union","1""pvc union"
1.5x1.5 in square tubing,1.5x1.5 in square tubing
10 gal water heater replacement w/ shipping,10 gal water heater replacement w/ shipping
15 Lbs of R410A Refrigerant,15 lbs of r410a refrigerant
20 ft flat bar,20 ft flat bar
3 Pounds of R410A refrigerant,3 pounds of r410a refrigerant
"30"" Commerical fans","30"" commerical fans"
40 pounds freon,40 pounds freon
480V IP Switch (Grainger Model),480v ip switch (grainger model)
4x8 commercial grade Polycarbonate Greenhouse Panels,4x8 commercial grade polycarbonate greenhouse panels
"5"" Heavy Duty Caster Wheel - Aluminum","5"" heavy duty caster wheel - aluminum"
5/16 - 5/8 in. Stainless Steel Hose Clamp (10-Pack),5/16 - 5/8 in. stainless steel hose clamp (10-pack)
5/8 in. x 25 ft. Heavy-Duty Hose,5/8 in. x 25 ft. heavy-duty hose
5/8 supply line,5/8 supply line
5ft copper piping,5ft copper piping
6 1/2 in to 8 in extended floor lock,6 1/2 in to 8 in extended floor lock
6 x 10 flexible ducting,6 x 10 flexible ducting
6in Grinder blade,6in grinder blade
8ct panels 6ft X 6ft 2in round stainless steel framing poles,8ct panels 6ft x 6ft 2in round stainless steel framing poles
9 V lithium battery,9 v lithium battery
